Strain,Group,Color,Replicate,HOBO,Temp,RH,FinalDateTime
ROCK,M,WB,Morning,128,34.659,51.258,8/8/2023 11:30
ROCK,M,WB,Morning,128,34.765,50.343,8/8/2023 11:40
ROCK,M,WB,Morning,128,34.978,49.623,8/8/2023 11:50
ROCK,M,WB,Morning,64,31.492,65.768,8/8/2023 9:50
ROCK,M,WB,Morning,64,31.747,64.309,8/8/2023 10:00
ROCK,M,WB,Morning,64,31.978,64.209,8/8/2023 10:10
ROCK,M,WB,Morning,64,32.286,63.349,8/8/2023 10:20
ROCK,M,WB,Morning,64,32.544,61.991,8/8/2023 10:30
ROCK,M,WB,Morning,64,32.854,60.51,8/8/2023 10:40
ROCK,M,WB,Morning,64,33.061,57.634,8/8/2023 10:50
ROCK,M,WB,Morning,64,33.321,56.084,8/8/2023 11:00
ROCK,M,WB,Morning,64,33.582,54.274,8/8/2023 11:10
ROCK,M,WB,Morning,64,33.739,55.89,8/8/2023 11:20
ROCK,M,WB,Morning,64,33.896,55.344,8/8/2023 11:30
ROCK,M,WB,Morning,64,33.974,57.25,8/8/2023 11:40
ROCK,M,WB,Morning,64,34.132,54.333,8/8/2023 11:50
ROCK,M,WB,Morning,0,30.755,73.287,8/8/2023 9:50
ROCK,M,WB,Morning,0,30.983,71.903,8/8/2023 10:00
ROCK,M,WB,Morning,0,31.186,70.597,8/8/2023 10:10
ROCK,M,WB,Morning,0,31.415,69.271,8/8/2023 10:20
ROCK,M,WB,Morning,0,31.67,69.316,8/8/2023 10:30
ROCK,M,WB,Morning,0,31.901,67.46,8/8/2023 10:40
ROCK,M,WB,Morning,0,32.08,67.144,8/8/2023 10:50
ROCK,M,WB,Morning,0,32.337,63.777,8/8/2023 11:00
ROCK,M,WB,Morning,0,32.569,63.403,8/8/2023 11:10
ROCK,M,WB,Morning,0,32.724,63.511,8/8/2023 11:20
ROCK,M,WB,Morning,0,32.854,62.505,8/8/2023 11:30
ROCK,M,WB,Morning,0,32.957,62.131,8/8/2023 11:40
ROCK,M,WB,Morning,0,33.113,62.201,8/8/2023 11:50
ROCK,UF,WB,Noon,192,35.377,46.836,8/8/2023 13:00
ROCK,UF,WB,Noon,192,36.155,43.948,8/8/2023 13:10
ROCK,UF,WB,Noon,192,35.591,44.336,8/8/2023 13:20
ROCK,UF,WB,Noon,192,35.457,43.568,8/8/2023 13:30
ROCK,UF,WB,Noon,192,35.698,43.496,8/8/2023 13:40
ROCK,UF,WB,Noon,192,34.978,47.613,8/8/2023 13:50
ROCK,UF,WB,Noon,192,35.324,44.674,8/8/2023 14:00
ROCK,UF,WB,Noon,192,34.792,46.656,8/8/2023 14:10
ROCK,UF,WB,Noon,192,34.845,46.985,8/8/2023 14:20
ROCK,UF,WB,Noon,192,35.431,43.633,8/8/2023 14:30
ROCK,UF,WB,Noon,192,35.244,43.219,8/8/2023 14:40
ROCK,UF,WB,Noon,192,35.377,41.95,8/8/2023 14:50
ROCK,UF,WB,Noon,192,34.898,48.054,8/8/2023 15:00
ROCK,UF,WB,Noon,128,34.712,53.617,8/8/2023 13:00
ROCK,UF,WB,Noon,128,35.244,50.822,8/8/2023 13:10
ROCK,UF,WB,Noon,128,34.765,50.61,8/8/2023 13:20
ROCK,UF,WB,Noon,128,34.792,50.804,8/8/2023 13:30
ROCK,UF,WB,Noon,128,34.978,49.446,8/8/2023 13:40
ROCK,UF,WB,Noon,128,34.369,53.308,8/8/2023 13:50
ROCK,UF,WB,Noon,128,34.712,50.777,8/8/2023 14:00
ROCK,UF,WB,Noon,128,34.264,51.638,8/8/2023 14:10
ROCK,UF,WB,Noon,128,34.316,54.571,8/8/2023 14:20
ROCK,UF,WB,Noon,128,34.871,48.701,8/8/2023 14:30
ROCK,UF,WB,Noon,128,34.712,52.055,8/8/2023 14:40
ROCK,UF,WB,Noon,128,34.871,47.151,8/8/2023 14:50
ROCK,UF,WB,Noon,128,34.527,53.422,8/8/2023 15:00
ROCK,UF,WB,Noon,64,34.106,60.03,8/8/2023 13:00
ROCK,UF,WB,Noon,64,34.501,55.601,8/8/2023 13:10
ROCK,UF,WB,Noon,64,34.185,53.857,8/8/2023 13:20
ROCK,UF,WB,Noon,64,34.185,56.133,8/8/2023 13:30
ROCK,UF,WB,Noon,64,34.343,54.064,8/8/2023 13:40
ROCK,UF,WB,Noon,64,33.922,57.699,8/8/2023 13:50
ROCK,UF,WB,Noon,64,34.132,56.914,8/8/2023 14:00
ROCK,UF,WB,Noon,64,33.817,53.818,8/8/2023 14:10
ROCK,UF,WB,Noon,64,33.817,57.232,8/8/2023 14:20
ROCK,UF,WB,Noon,64,34.211,56.896,8/8/2023 14:30
ROCK,UF,WB,Noon,64,34.158,56.222,8/8/2023 14:40
ROCK,UF,WB,Noon,64,34.264,51.187,8/8/2023 14:50
ROCK,UF,WB,Noon,64,34.106,55.093,8/8/2023 15:00
ROCK,UF,WB,Noon,0,33.347,65.445,8/8/2023 13:00
ROCK,UF,WB,Noon,0,33.66,62.426,8/8/2023 13:10
ROCK,UF,WB,Noon,0,33.425,63.857,8/8/2023 13:20
ROCK,UF,WB,Noon,0,33.425,62.864,8/8/2023 13:30
ROCK,UF,WB,Noon,0,33.504,61.924,8/8/2023 13:40
ROCK,UF,WB,Noon,0,33.243,63.14,8/8/2023 13:50
ROCK,UF,WB,Noon,0,33.373,62,8/8/2023 14:00
ROCK,UF,WB,Noon,0,33.165,62.445,8/8/2023 14:10
ROCK,UF,WB,Noon,0,33.191,62.803,8/8/2023 14:20
ROCK,UF,WB,Noon,0,33.477,61.904,8/8/2023 14:30
ROCK,UF,WB,Noon,0,33.451,61.713,8/8/2023 14:40
ROCK,UF,WB,Noon,0,33.556,61.45,8/8/2023 14:50
ROCK,UF,WB,Noon,0,33.504,58.764,8/8/2023 15:00
ROCK,BF,WB,Afternoon,192,32.931,56.84,8/8/2023 16:10
ROCK,BF,WB,Afternoon,192,32.724,56.584,8/8/2023 16:20
ROCK,BF,WB,Afternoon,192,32.647,56.585,8/8/2023 16:30
ROCK,BF,WB,Afternoon,192,32.75,56.055,8/8/2023 16:40
ROCK,BF,WB,Afternoon,192,32.88,54.399,8/8/2023 16:50
ROCK,BF,WB,Afternoon,192,32.931,54.088,8/8/2023 17:00
ROCK,BF,WB,Afternoon,192,32.854,53.966,8/8/2023 17:10
ROCK,BF,WB,Afternoon,192,32.724,54.48,8/8/2023 17:20
ROCK,BF,WB,Afternoon,192,32.544,54.712,8/8/2023 17:30
ROCK,BF,WB,Afternoon,192,32.337,55.881,8/8/2023 17:40
ROCK,BF,WB,Afternoon,192,32.055,57.734,8/8/2023 17:50
ROCK,BF,WB,Afternoon,192,31.798,58.94,8/8/2023 18:00
ROCK,BF,WB,Afternoon,192,31.568,61.382,8/8/2023 18:10
ROCK,BF,WB,Afternoon,128,32.828,61.148,8/8/2023 16:10
ROCK,BF,WB,Afternoon,128,32.647,60.798,8/8/2023 16:20
ROCK,BF,WB,Afternoon,128,32.595,60.696,8/8/2023 16:30
ROCK,BF,WB,Afternoon,128,32.724,60.059,8/8/2023 16:40
ROCK,BF,WB,Afternoon,128,32.88,58.34,8/8/2023 16:50
ROCK,BF,WB,Afternoon,128,32.906,58.128,8/8/2023 17:00
ROCK,BF,WB,Afternoon,128,32.802,58.002,8/8/2023 17:10
ROCK,BF,WB,Afternoon,128,32.699,58.589,8/8/2023 17:20
ROCK,BF,WB,Afternoon,128,32.518,58.821,8/8/2023 17:30
ROCK,BF,WB,Afternoon,128,32.312,59.956,8/8/2023 17:40
ROCK,BF,WB,Afternoon,128,32.055,61.822,8/8/2023 17:50
ROCK,BF,WB,Afternoon,128,31.798,62.89,8/8/2023 18:00
ROCK,BF,WB,Afternoon,128,31.568,65.318,8/8/2023 18:10
ROCK,BF,WB,Afternoon,64,32.673,61.413,8/8/2023 16:10
ROCK,BF,WB,Afternoon,64,32.518,61.051,8/8/2023 16:20
ROCK,BF,WB,Afternoon,64,32.466,61.13,8/8/2023 16:30
ROCK,BF,WB,Afternoon,64,32.569,60.949,8/8/2023 16:40
ROCK,BF,WB,Afternoon,64,32.699,58.958,8/8/2023 16:50
ROCK,BF,WB,Afternoon,64,32.776,58.553,8/8/2023 17:00
ROCK,BF,WB,Afternoon,64,32.673,58.404,8/8/2023 17:10
ROCK,BF,WB,Afternoon,64,32.569,58.967,8/8/2023 17:20
ROCK,BF,WB,Afternoon,64,32.389,59.124,8/8/2023 17:30
ROCK,BF,WB,Afternoon,64,32.183,60.13,8/8/2023 17:40
ROCK,BF,WB,Afternoon,64,31.952,61.866,8/8/2023 17:50
ROCK,BF,WB,Afternoon,64,31.722,62.776,8/8/2023 18:00
ROCK,BF,WB,Afternoon,64,31.517,64.964,8/8/2023 18:10
ROCK,BF,WB,Afternoon,0,32.466,64.763,8/8/2023 16:10
ROCK,BF,WB,Afternoon,0,32.363,63.361,8/8/2023 16:20
ROCK,BF,WB,Afternoon,0,32.312,64.234,8/8/2023 16:30
ROCK,BF,WB,Afternoon,0,32.312,64.378,8/8/2023 16:40
ROCK,BF,WB,Afternoon,0,32.415,62.338,8/8/2023 16:50
ROCK,BF,WB,Afternoon,0,32.492,60.762,8/8/2023 17:00
ROCK,BF,WB,Afternoon,0,32.44,61.46,8/8/2023 17:10
ROCK,BF,WB,Afternoon,0,32.363,60.789,8/8/2023 17:20
ROCK,BF,WB,Afternoon,0,32.26,61.08,8/8/2023 17:30
ROCK,BF,WB,Afternoon,0,32.055,61.846,8/8/2023 17:40
ROCK,BF,WB,Afternoon,0,31.901,63.209,8/8/2023 17:50
ROCK,BF,WB,Afternoon,0,31.722,63.402,8/8/2023 18:00
ROCK,BF,WB,Afternoon,0,31.543,65.322,8/8/2023 18:10
ROCK,UF,WB,Morning,192,30.426,76.251,8/9/2023 9:30
ROCK,UF,WB,Morning,192,30.729,75.236,8/9/2023 9:40
ROCK,UF,WB,Morning,192,31.008,72.099,8/9/2023 9:50
ROCK,UF,WB,Morning,192,31.211,69.383,8/9/2023 10:00
ROCK,UF,WB,Morning,192,31.67,67.79,8/9/2023 10:10
ROCK,UF,WB,Morning,192,32.08,62.707,8/9/2023 10:20
ROCK,UF,WB,Morning,192,32.209,62.033,8/9/2023 10:30
ROCK,UF,WB,Morning,192,32.157,62.338,8/9/2023 10:40
ROCK,UF,WB,Morning,192,32.286,63.082,8/9/2023 10:50
ROCK,UF,WB,Morning,192,32.44,60.333,8/9/2023 11:00
ROCK,UF,WB,Morning,192,32.802,57.892,8/9/2023 11:10
ROCK,UF,WB,Morning,192,33.373,55.846,8/9/2023 11:20
ROCK,UF,WB,Morning,192,33.843,52.527,8/9/2023 11:30
ROCK,UF,WB,Morning,128,30.275,79.136,8/9/2023 9:30
ROCK,UF,WB,Morning,128,30.502,78.382,8/9/2023 9:40
ROCK,UF,WB,Morning,128,30.805,75.484,8/9/2023 9:50
ROCK,UF,WB,Morning,128,31.034,72.875,8/9/2023 10:00
ROCK,UF,WB,Morning,128,31.441,71.5,8/9/2023 10:10
ROCK,UF,WB,Morning,128,31.824,66.327,8/9/2023 10:20
ROCK,UF,WB,Morning,128,31.901,66.182,8/9/2023 10:30
ROCK,UF,WB,Morning,128,31.798,67.049,8/9/2023 10:40
ROCK,UF,WB,Morning,128,31.926,67.565,8/9/2023 10:50
ROCK,UF,WB,Morning,128,32.08,65.227,8/9/2023 11:00
ROCK,UF,WB,Morning,128,32.363,63.2,8/9/2023 11:10
ROCK,UF,WB,Morning,128,32.88,61.138,8/9/2023 11:20
ROCK,UF,WB,Morning,128,33.191,58.424,8/9/2023 11:30
ROCK,UF,WB,Morning,64,29.922,79.075,8/9/2023 9:30
ROCK,UF,WB,Morning,64,30.123,77.863,8/9/2023 9:40
ROCK,UF,WB,Morning,64,30.401,76.05,8/9/2023 9:50
ROCK,UF,WB,Morning,64,30.603,73.638,8/9/2023 10:00
ROCK,UF,WB,Morning,64,30.907,72.89,8/9/2023 10:10
ROCK,UF,WB,Morning,64,31.339,69.038,8/9/2023 10:20
ROCK,UF,WB,Morning,64,31.441,67.9,8/9/2023 10:30
ROCK,UF,WB,Morning,64,31.39,68.209,8/9/2023 10:40
ROCK,UF,WB,Morning,64,31.441,68.862,8/9/2023 10:50
ROCK,UF,WB,Morning,64,31.594,67.33,8/9/2023 11:00
ROCK,UF,WB,Morning,64,31.85,66.763,8/9/2023 11:10
ROCK,UF,WB,Morning,64,32.26,64.681,8/9/2023 11:20
ROCK,UF,WB,Morning,64,32.569,62.74,8/9/2023 11:30
ROCK,UF,WB,Morning,0,29.421,78.781,8/9/2023 9:30
ROCK,UF,WB,Morning,0,29.571,77.83,8/9/2023 9:40
ROCK,UF,WB,Morning,0,29.772,76.863,8/9/2023 9:50
ROCK,UF,WB,Morning,0,29.973,76.428,8/9/2023 10:00
ROCK,UF,WB,Morning,0,30.224,75.223,8/9/2023 10:10
ROCK,UF,WB,Morning,0,30.577,73.697,8/9/2023 10:20
ROCK,UF,WB,Morning,0,30.679,72.601,8/9/2023 10:30
ROCK,UF,WB,Morning,0,30.679,72.344,8/9/2023 10:40
ROCK,UF,WB,Morning,0,30.729,72.236,8/9/2023 10:50
ROCK,UF,WB,Morning,0,30.856,71.968,8/9/2023 11:00
ROCK,UF,WB,Morning,0,31.084,71.164,8/9/2023 11:10
ROCK,UF,WB,Morning,0,31.415,69.902,8/9/2023 11:20
ROCK,UF,WB,Morning,0,31.696,68.944,8/9/2023 11:30
ROCK,BF,WB,Noon,192,34.29,50.417,8/9/2023 12:40
ROCK,BF,WB,Noon,192,34.845,48.211,8/9/2023 12:50
ROCK,BF,WB,Noon,192,34.765,46.692,8/9/2023 13:00
ROCK,BF,WB,Noon,192,34.898,47.154,8/9/2023 13:10
ROCK,BF,WB,Noon,192,35.004,46.867,8/9/2023 13:20
ROCK,BF,WB,Noon,192,35.618,43.785,8/9/2023 13:30
ROCK,BF,WB,Noon,192,36.021,40.877,8/9/2023 13:40
ROCK,BF,WB,Noon,192,35.779,40.093,8/9/2023 13:50
ROCK,BF,WB,Noon,192,35.244,41.724,8/9/2023 14:00
ROCK,BF,WB,Noon,192,35.244,42.025,8/9/2023 14:10
ROCK,BF,WB,Noon,192,35.752,40.731,8/9/2023 14:20
ROCK,BF,WB,Noon,192,35.967,39.982,8/9/2023 14:30
ROCK,BF,WB,Noon,192,36.129,41.106,8/9/2023 14:40
ROCK,BF,WB,Noon,128,33.712,55.88,8/9/2023 12:40
ROCK,BF,WB,Noon,128,34.211,54.095,8/9/2023 12:50
ROCK,BF,WB,Noon,128,34.158,52.951,8/9/2023 13:00
ROCK,BF,WB,Noon,128,34.211,52.659,8/9/2023 13:10
ROCK,BF,WB,Noon,128,34.343,52.172,8/9/2023 13:20
ROCK,BF,WB,Noon,128,34.845,49.513,8/9/2023 13:30
ROCK,BF,WB,Noon,128,35.217,46.811,8/9/2023 13:40
ROCK,BF,WB,Noon,128,34.951,45.811,8/9/2023 13:50
ROCK,BF,WB,Noon,128,34.58,47.538,8/9/2023 14:00
ROCK,BF,WB,Noon,128,34.739,47.341,8/9/2023 14:10
ROCK,BF,WB,Noon,128,35.19,45.684,8/9/2023 14:20
ROCK,BF,WB,Noon,128,35.404,44.863,8/9/2023 14:30
ROCK,BF,WB,Noon,128,35.564,46.417,8/9/2023 14:40
ROCK,BF,WB,Noon,64,33.139,59.102,8/9/2023 12:40
ROCK,BF,WB,Noon,64,33.53,59.119,8/9/2023 12:50
ROCK,BF,WB,Noon,64,33.582,55.2,8/9/2023 13:00
ROCK,BF,WB,Noon,64,33.608,55.569,8/9/2023 13:10
ROCK,BF,WB,Noon,64,33.686,56.082,8/9/2023 13:20
ROCK,BF,WB,Noon,64,34.053,55.769,8/9/2023 13:30
ROCK,BF,WB,Noon,64,34.395,50.471,8/9/2023 13:40
ROCK,BF,WB,Noon,64,34.316,48.729,8/9/2023 13:50
ROCK,BF,WB,Noon,64,34.027,49.854,8/9/2023 14:00
ROCK,BF,WB,Noon,64,34.132,51.683,8/9/2023 14:10
ROCK,BF,WB,Noon,64,34.474,50.532,8/9/2023 14:20
ROCK,BF,WB,Noon,64,34.739,49.17,8/9/2023 14:30
ROCK,BF,WB,Noon,64,34.898,48.789,8/9/2023 14:40
ROCK,BF,WB,Noon,0,32.312,65.186,8/9/2023 12:40
ROCK,BF,WB,Noon,0,32.569,65.141,8/9/2023 12:50
ROCK,BF,WB,Noon,0,32.673,62.388,8/9/2023 13:00
ROCK,BF,WB,Noon,0,32.724,63.051,8/9/2023 13:10
ROCK,BF,WB,Noon,0,32.828,63.085,8/9/2023 13:20
ROCK,BF,WB,Noon,0,33.139,61.799,8/9/2023 13:30
ROCK,BF,WB,Noon,0,33.373,59.072,8/9/2023 13:40
ROCK,BF,WB,Noon,0,33.373,60.558,8/9/2023 13:50
ROCK,BF,WB,Noon,0,33.165,60.291,8/9/2023 14:00
ROCK,BF,WB,Noon,0,33.191,59.111,8/9/2023 14:10
ROCK,BF,WB,Noon,0,33.504,58.666,8/9/2023 14:20
ROCK,BF,WB,Noon,0,33.712,58.562,8/9/2023 14:30
ROCK,BF,WB,Noon,0,33.974,53.696,8/9/2023 14:40
ROCK,M,WB,Afternoon,192,35.35,41.57,8/9/2023 15:40
ROCK,M,WB,Afternoon,192,35.004,40.806,8/9/2023 15:50
ROCK,M,WB,Afternoon,192,34.924,41.676,8/9/2023 16:00
ROCK,M,WB,Afternoon,192,34.792,41.359,8/9/2023 16:10
ROCK,M,WB,Afternoon,192,34.448,42.91,8/9/2023 16:20
ROCK,M,WB,Afternoon,192,34.185,43.973,8/9/2023 16:30
ROCK,M,WB,Afternoon,192,33.896,45.587,8/9/2023 16:40
ROCK,M,WB,Afternoon,192,33.739,46.783,8/9/2023 16:50
ROCK,M,WB,Afternoon,192,33.817,45.432,8/9/2023 17:00
ROCK,M,WB,Afternoon,192,34.027,47.979,8/9/2023 17:10
ROCK,M,WB,Afternoon,192,34.158,46.926,8/9/2023 17:20
ROCK,M,WB,Afternoon,192,34.079,48.511,8/9/2023 17:30
ROCK,M,WB,Afternoon,192,33.321,52.096,8/9/2023 17:40
ROCK,M,WB,Afternoon,128,34.898,46.856,8/9/2023 15:40
ROCK,M,WB,Afternoon,128,34.659,45.815,8/9/2023 15:50
ROCK,M,WB,Afternoon,128,34.633,46.278,8/9/2023 16:00
ROCK,M,WB,Afternoon,128,34.527,46.113,8/9/2023 16:10
ROCK,M,WB,Afternoon,128,34.211,47.517,8/9/2023 16:20
ROCK,M,WB,Afternoon,128,33.974,48.344,8/9/2023 16:30
ROCK,M,WB,Afternoon,128,33.686,50.456,8/9/2023 16:40
ROCK,M,WB,Afternoon,128,33.556,51.209,8/9/2023 16:50
ROCK,M,WB,Afternoon,128,33.634,50.367,8/9/2023 17:00
ROCK,M,WB,Afternoon,128,33.87,52.508,8/9/2023 17:10
ROCK,M,WB,Afternoon,128,33.974,51.784,8/9/2023 17:20
ROCK,M,WB,Afternoon,128,33.922,53.375,8/9/2023 17:30
ROCK,M,WB,Afternoon,128,33.165,56.993,8/9/2023 17:40
ROCK,M,WB,Afternoon,64,34.343,55.751,8/9/2023 15:40
ROCK,M,WB,Afternoon,64,34.185,50.909,8/9/2023 15:50
ROCK,M,WB,Afternoon,64,34.132,54.51,8/9/2023 16:00
ROCK,M,WB,Afternoon,64,34.053,50.159,8/9/2023 16:10
ROCK,M,WB,Afternoon,64,33.791,52.004,8/9/2023 16:20
ROCK,M,WB,Afternoon,64,33.582,50.539,8/9/2023 16:30
ROCK,M,WB,Afternoon,64,33.347,54.815,8/9/2023 16:40
ROCK,M,WB,Afternoon,64,33.191,56.147,8/9/2023 16:50
ROCK,M,WB,Afternoon,64,33.217,55.503,8/9/2023 17:00
ROCK,M,WB,Afternoon,64,33.373,55.388,8/9/2023 17:10
ROCK,M,WB,Afternoon,64,33.477,55.854,8/9/2023 17:20
ROCK,M,WB,Afternoon,64,33.556,54.826,8/9/2023 17:30
ROCK,M,WB,Afternoon,64,32.931,58.673,8/9/2023 17:40
ROCK,M,WB,Afternoon,0,33.634,62.124,8/9/2023 15:40
ROCK,M,WB,Afternoon,0,33.451,60.929,8/9/2023 15:50
ROCK,M,WB,Afternoon,0,33.425,60.193,8/9/2023 16:00
ROCK,M,WB,Afternoon,0,33.373,58.175,8/9/2023 16:10
ROCK,M,WB,Afternoon,0,33.191,59.232,8/9/2023 16:20
ROCK,M,WB,Afternoon,0,33.035,59.428,8/9/2023 16:30
ROCK,M,WB,Afternoon,0,32.854,58.807,8/9/2023 16:40
ROCK,M,WB,Afternoon,0,32.75,59.821,8/9/2023 16:50
ROCK,M,WB,Afternoon,0,32.75,59.8,8/9/2023 17:00
ROCK,M,WB,Afternoon,0,32.88,59.544,8/9/2023 17:10
ROCK,M,WB,Afternoon,0,32.983,59.317,8/9/2023 17:20
ROCK,M,WB,Afternoon,0,33.009,59.978,8/9/2023 17:30
ROCK,M,WB,Afternoon,0,32.647,61.07,8/9/2023 17:40
ROCK,BF,WB,Morning,192,31.364,71.174,8/10/2023 9:30
ROCK,BF,WB,Morning,192,31.568,68.411,8/10/2023 9:40
ROCK,BF,WB,Morning,192,31.696,69.066,8/10/2023 9:50
ROCK,BF,WB,Morning,192,31.875,67.248,8/10/2023 10:00
ROCK,BF,WB,Morning,192,32.003,66.98,8/10/2023 10:10
ROCK,BF,WB,Morning,192,32.569,64.36,8/10/2023 10:20
ROCK,BF,WB,Morning,192,33.035,61.199,8/10/2023 10:30
ROCK,BF,WB,Morning,192,33.399,60.848,8/10/2023 10:40
ROCK,BF,WB,Morning,192,33.765,57.623,8/10/2023 10:50
ROCK,BF,WB,Morning,192,34.027,55.55,8/10/2023 11:00
ROCK,BF,WB,Morning,192,34.448,54.111,8/10/2023 11:10
ROCK,BF,WB,Morning,192,34.106,53.862,8/10/2023 11:20
ROCK,BF,WB,Morning,192,34.422,53.56,8/10/2023 11:30
ROCK,BF,WB,Morning,128,31.237,74.143,8/10/2023 9:30
ROCK,BF,WB,Morning,128,31.415,71.65,8/10/2023 9:40
ROCK,BF,WB,Morning,128,31.543,72.549,8/10/2023 9:50
ROCK,BF,WB,Morning,128,31.696,70.848,8/10/2023 10:00
ROCK,BF,WB,Morning,128,31.773,70.745,8/10/2023 10:10
ROCK,BF,WB,Morning,128,32.26,68.035,8/10/2023 10:20
ROCK,BF,WB,Morning,128,32.673,65.659,8/10/2023 10:30
ROCK,BF,WB,Morning,128,32.957,65.739,8/10/2023 10:40
ROCK,BF,WB,Morning,128,33.243,63.249,8/10/2023 10:50
ROCK,BF,WB,Morning,128,33.504,60.965,8/10/2023 11:00
ROCK,BF,WB,Morning,128,33.843,59.846,8/10/2023 11:10
ROCK,BF,WB,Morning,128,33.53,59.783,8/10/2023 11:20
ROCK,BF,WB,Morning,128,33.765,59.67,8/10/2023 11:30
ROCK,BF,WB,Morning,64,30.805,74.914,8/10/2023 9:30
ROCK,BF,WB,Morning,64,31.008,72.509,8/10/2023 9:40
ROCK,BF,WB,Morning,64,31.059,72.607,8/10/2023 9:50
ROCK,BF,WB,Morning,64,31.237,71.82,8/10/2023 10:00
ROCK,BF,WB,Morning,64,31.339,71.368,8/10/2023 10:10
ROCK,BF,WB,Morning,64,31.747,69.855,8/10/2023 10:20
ROCK,BF,WB,Morning,64,32.132,67.754,8/10/2023 10:30
ROCK,BF,WB,Morning,64,32.363,67.313,8/10/2023 10:40
ROCK,BF,WB,Morning,64,32.647,65.792,8/10/2023 10:50
ROCK,BF,WB,Morning,64,32.931,63.834,8/10/2023 11:00
ROCK,BF,WB,Morning,64,33.243,62.1,8/10/2023 11:10
ROCK,BF,WB,Morning,64,33.035,61.918,8/10/2023 11:20
ROCK,BF,WB,Morning,64,33.139,62.553,8/10/2023 11:30
ROCK,BF,WB,Morning,0,30.098,76.486,8/10/2023 9:30
ROCK,BF,WB,Morning,0,30.3,75.534,8/10/2023 9:40
ROCK,BF,WB,Morning,0,30.401,74.894,8/10/2023 9:50
ROCK,BF,WB,Morning,0,30.527,74.279,8/10/2023 10:00
ROCK,BF,WB,Morning,0,30.653,74.032,8/10/2023 10:10
ROCK,BF,WB,Morning,0,30.983,73.043,8/10/2023 10:20
ROCK,BF,WB,Morning,0,31.262,71.817,8/10/2023 10:30
ROCK,BF,WB,Morning,0,31.517,71.012,8/10/2023 10:40
ROCK,BF,WB,Morning,0,31.798,69.891,8/10/2023 10:50
ROCK,BF,WB,Morning,0,32.003,69.184,8/10/2023 11:00
ROCK,BF,WB,Morning,0,32.234,68.077,8/10/2023 11:10
ROCK,BF,WB,Morning,0,32.157,67.899,8/10/2023 11:20
ROCK,BF,WB,Morning,0,32.26,67.585,8/10/2023 11:30
ROCK,M,WB,Noon,192,36.129,44.602,8/10/2023 12:40
ROCK,M,WB,Noon,192,36.616,43.279,8/10/2023 12:50
ROCK,M,WB,Noon,192,36.724,42.55,8/10/2023 13:00
ROCK,M,WB,Noon,192,37.298,40.907,8/10/2023 13:10
ROCK,M,WB,Noon,192,37.407,40.373,8/10/2023 13:20
ROCK,M,WB,Noon,192,37.738,38.869,8/10/2023 13:30
ROCK,M,WB,Noon,192,37.848,37.537,8/10/2023 13:40
ROCK,M,WB,Noon,192,37.903,37.052,8/10/2023 13:50
ROCK,M,WB,Noon,192,37.848,36.203,8/10/2023 14:00
ROCK,M,WB,Noon,192,37.876,34.108,8/10/2023 14:10
ROCK,M,WB,Noon,192,37.876,33.585,8/10/2023 14:20
ROCK,M,WB,Noon,192,37.848,33.959,8/10/2023 14:30
ROCK,M,WB,Noon,192,37.738,34.152,8/10/2023 14:40
ROCK,M,WB,Noon,128,35.27,51.106,8/10/2023 12:40
ROCK,M,WB,Noon,128,35.698,49.44,8/10/2023 12:50
ROCK,M,WB,Noon,128,35.779,49.122,8/10/2023 13:00
ROCK,M,WB,Noon,128,36.209,47.344,8/10/2023 13:10
ROCK,M,WB,Noon,128,36.318,46.459,8/10/2023 13:20
ROCK,M,WB,Noon,128,36.67,45,8/10/2023 13:30
ROCK,M,WB,Noon,128,36.806,43.414,8/10/2023 13:40
ROCK,M,WB,Noon,128,36.833,43.073,8/10/2023 13:50
ROCK,M,WB,Noon,128,36.833,41.772,8/10/2023 14:00
ROCK,M,WB,Noon,128,36.942,39.077,8/10/2023 14:10
ROCK,M,WB,Noon,128,36.997,38.721,8/10/2023 14:20
ROCK,M,WB,Noon,128,37.024,39.116,8/10/2023 14:30
ROCK,M,WB,Noon,128,36.997,39.07,8/10/2023 14:40
ROCK,M,WB,Noon,64,34.527,54.446,8/10/2023 12:40
ROCK,M,WB,Noon,64,34.924,54.412,8/10/2023 12:50
ROCK,M,WB,Noon,64,35.004,54.621,8/10/2023 13:00
ROCK,M,WB,Noon,64,35.404,50.687,8/10/2023 13:10
ROCK,M,WB,Noon,64,35.511,53.242,8/10/2023 13:20
ROCK,M,WB,Noon,64,35.832,50.203,8/10/2023 13:30
ROCK,M,WB,Noon,64,36.021,47.603,8/10/2023 13:40
ROCK,M,WB,Noon,64,36.075,46.379,8/10/2023 13:50
ROCK,M,WB,Noon,64,36.075,47.65,8/10/2023 14:00
ROCK,M,WB,Noon,64,36.155,42.254,8/10/2023 14:10
ROCK,M,WB,Noon,64,36.209,41.674,8/10/2023 14:20
ROCK,M,WB,Noon,64,36.236,42.161,8/10/2023 14:30
ROCK,M,WB,Noon,64,36.345,42.116,8/10/2023 14:40
ROCK,M,WB,Noon,0,33.504,64.161,8/10/2023 12:40
ROCK,M,WB,Noon,0,33.817,61.912,8/10/2023 12:50
ROCK,M,WB,Noon,0,33.896,61.947,8/10/2023 13:00
ROCK,M,WB,Noon,0,34.211,59.834,8/10/2023 13:10
ROCK,M,WB,Noon,0,34.369,59.607,8/10/2023 13:20
